51,34896,35554,25786,38846,37730,24650,37672,33436,37618,31280
41,131843697,128667170,117854492,117950656,117192456,115691840,121445702,110408960,99959376,99437764
31,139695764,133553842,133828120,134678486,133395780,155980173,158733017,155623251,157300590,149884392
21,174554704,175222064,170856182,176142200,200785705,196444046,197663748,202889934,198639780,197684080
11,437287780,448529801,458685264,454047605,451992749,446412307,454472182,447353065,461687722,452952600

writeBackAll = 0
