50,39598,16996,17714,21204,21002,32294,23846,45146,34002,26030
40,151732056,139528012,145438645,190751946,162243852,192621582,169415824,131598700,132987628,130179790
30,169426543,197047683,202604295,172617775,155261481,158365578,157373110,159538502,158456998,146567044

writeBackAll = 0
